City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
460,Dzaoudzi,YT,-12.7887,45.2699,80.49,74,20,10.36,few clouds
461,Kargil,IN,34.5667,76.1,42.39,62,73,5.64,broken clouds
462,Yuzhno-Kurilsk,RU,44.0306,145.8556,39.31,98,75,8.57,broken clouds
463,Roshchino,RU,60.2519,29.6085,45.01,64,95,6.89,overcast clouds
464,Laguna De Perlas,NI,12.3429,-83.6712,87.89,74,70,9.28,broken clouds
465,Trairi,BR,-3.2778,-39.2689,78.91,84,63,9.66,broken clouds
466,Ngama,TD,11.7833,17.1667,95.63,30,43,10.22,scattered clouds
467,Aklavik,CA,68.2191,-135.0107,26.6,74,100,12.66,overcast clouds
468,Necochea,AR,-38.5473,-58.7368,65.44,56,90,10.11,overcast clouds
469,Manokwari,ID,-0.8667,134.0833,78.75,82,95,2.24,overcast clouds
470,Esperance,AU,-33.8667,121.9,49.84,78,4,8.03,clear sky
471,Dalvik,IS,65.9702,-18.5286,35.53,96,99,2.66,overcast clouds
472,Tecoanapa,MX,16.5167,-98.75,86.13,51,100,9.37,overcast clouds
473,Hutchinson,US,38.0608,-97.9298,56.75,95,100,8.05,moderate rain
474,Amlame,TG,7.4667,0.9,77.59,77,97,2.98,overcast clouds
475,Santa Lucia,ES,27.9117,-15.5407,60.12,68,20,20.71,few clouds
476,Hambantota,LK,6.1241,81.1185,81.01,84,95,16.31,light rain
477,Mangrol,IN,21.1167,70.1167,81.1,80,0,11.86,clear sky
478,Akyab,MM,20.15,92.9,80.55,77,0,5.26,clear sky
479,Romny,UA,50.751,33.4747,41.4,67,7,7.29,clear sky
480,Bhadrachalam,IN,17.6667,80.8833,83.53,57,62,4.34,broken clouds
481,Salinopolis,BR,-0.6136,-47.3561,80.42,85,96,5.84,overcast clouds
482,Talnakh,RU,69.4865,88.3972,16.21,94,100,9.46,light snow
483,Morwell,AU,-38.2333,146.4,43.39,98,11,1.77,few clouds
484,Saint Anthony,US,45.0205,-93.218,64.98,48,100,3.0,overcast clouds
485,Vila Franca Do Campo,PT,37.7167,-25.4333,63.01,81,100,12.75,overcast clouds
486,Itoman,JP,26.1247,127.6694,72.37,100,100,3.44,mist
487,Siyabuswa,ZA,-25.1132,29.0445,63.7,47,3,1.61,clear sky
488,North Bend,US,43.4065,-124.2243,58.24,91,100,20.71,overcast clouds
489,Senneterre,CA,48.3835,-77.2328,50.47,37,100,10.65,overcast clouds
490,Bangkalan,ID,-7.0455,112.7351,78.75,86,11,3.22,few clouds
491,Puri,IN,19.8,85.85,79.32,89,3,14.0,clear sky
492,Ongandjera,NA,-17.8833,15.0667,70.93,30,0,7.38,clear sky
493,Tucuman,AR,-26.8241,-65.2226,75.2,43,0,4.61,clear sky
494,Half Moon Bay,US,37.4636,-122.4286,76.59,65,75,17.27,broken clouds
495,Kalmunai,LK,7.4167,81.8167,80.82,82,100,3.78,overcast clouds
496,Manamadurai,IN,9.7,78.4833,81.77,68,100,7.74,overcast clouds
497,Nouakchott,MR,18.0858,-15.9785,71.53,65,0,14.45,clear sky
498,Kadiri,IN,14.1167,78.1667,81.68,53,73,2.48,broken clouds
499,Krasnovishersk,RU,60.4078,57.082,25.41,94,8,4.79,clear sky
500,Rongcheng,CN,30.634,117.8517,62.08,70,0,3.42,clear sky
501,Makakilo City,US,21.3469,-158.0858,76.69,67,75,5.75,broken clouds
502,Bodden Town,KY,19.2833,-81.25,87.8,62,20,9.22,few clouds
503,Portland,US,45.5234,-122.6762,51.04,90,100,5.75,moderate rain
504,Teluk Nibung,ID,3.001,99.8164,76.42,91,100,4.41,overcast clouds
505,Liwale,TZ,-9.7667,37.9333,66.07,91,1,3.71,clear sky
506,Baie-Comeau,CA,49.2168,-68.1489,44.28,42,100,13.8,overcast clouds
507,Jacareacanga,BR,-6.2222,-57.7528,83.34,82,24,2.77,few clouds
508,Abaza,RU,52.655,90.0928,47.44,74,92,4.92,overcast clouds
509,Karpogory,RU,64.0019,44.4451,24.03,93,82,3.89,broken clouds
510,Kensington,AU,-33.9167,151.2167,54.77,68,20,8.05,few clouds
511,Mwanza,TZ,-2.5167,32.9,73.45,78,40,5.75,scattered clouds
512,San Cristobal,VE,7.7669,-72.225,77.18,80,100,5.23,overcast clouds
513,Deputatskiy,RU,69.3,139.9,21.34,96,100,1.61,light snow
514,Alice Springs,AU,-23.7,133.8833,36.95,65,0,5.75,clear sky
515,Safakulevo,RU,54.9901,62.5442,46.06,78,7,14.58,clear sky
516,Narayanganj,BD,23.6233,90.5011,84.22,83,36,3.06,scattered clouds
517,Nancha,CN,47.1333,129.2667,55.24,87,100,8.95,overcast clouds
518,Yamada,JP,39.4667,141.95,55.83,62,17,5.19,few clouds
519,Igarka,RU,67.4667,86.5833,11.88,95,21,8.77,few clouds
520,Saint-Pierre,RE,-21.3393,55.4781,74.91,83,20,27.63,few clouds
521,Caravelas,BR,-17.7125,-39.2481,80.55,78,0,11.9,clear sky
522,Blagoyevo,RU,63.3667,47.9167,24.75,91,64,2.68,broken clouds
523,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,84,87,2.01,overcast clouds
524,Gamba,GA,-2.65,10.0,78.44,93,77,4.72,broken clouds
525,Arkhangelsk,RU,64.5401,40.5433,28.51,74,20,2.24,few clouds
526,Andenes,NO,69.3143,16.1194,39.18,87,75,23.02,broken clouds
527,Bay Roberts,CA,47.5999,-53.2648,46.33,88,100,5.01,light rain
528,Xining,CN,36.6167,101.7667,57.07,30,26,2.55,scattered clouds
529,Mabaruma,GY,8.2,-59.7833,81.25,78,95,7.29,overcast clouds
530,Becerril,CO,9.7041,-73.2793,81.95,86,100,3.67,overcast clouds
531,Sompeta,IN,18.9333,84.6,80.17,74,100,7.11,overcast clouds
532,Altamont,US,42.2068,-121.7372,52.77,87,100,14.97,overcast clouds
533,Kalabo,ZM,-14.97,22.6814,66.15,60,26,2.98,scattered clouds
534,Mangan,IN,27.5167,88.5333,69.94,94,100,0.38,overcast clouds
535,Do Gonbadan,IR,30.3586,50.7981,84.29,20,78,0.0,broken clouds
536,La Rochelle,FR,46.1667,-1.15,59.07,82,0,14.97,clear sky
537,Perieni,RO,46.3,27.6167,49.39,55,0,4.88,clear sky
538,Sadovoye,RU,47.7764,44.5089,52.86,35,100,20.8,overcast clouds
539,Shalinskoye,RU,55.7228,93.7594,43.61,60,100,3.27,overcast clouds
540,Grand-Santi,GF,4.25,-54.3833,80.56,95,100,2.86,overcast clouds
541,Skibotn,NO,69.3913,20.2679,37.31,96,96,7.74,overcast clouds
542,Puerto Escondido,MX,15.85,-97.0667,88.36,50,32,9.37,scattered clouds
543,Bogorodskoye,RU,56.55,37.8833,35.65,63,34,6.53,scattered clouds
544,Lanciano,IT,42.2167,14.3882,57.45,91,100,3.36,overcast clouds
545,Itabera,BR,-23.8619,-49.1372,64.78,85,100,4.45,overcast clouds
546,Salcia Tudor,RO,45.3667,27.5167,54.54,49,6,7.27,clear sky
547,Zarubino,RU,42.63,131.0922,44.01,96,100,7.58,overcast clouds
548,Wana,PK,32.2989,69.5725,69.73,41,2,1.68,clear sky
549,Beringovskiy,RU,63.05,179.3167,21.52,80,14,2.91,few clouds
550,Touros,BR,-5.1989,-35.4608,76.53,93,100,14.99,light rain
551,Nisia Floresta,BR,-6.0911,-35.2086,80.98,89,100,10.92,overcast clouds
552,Mpanda,TZ,-6.3655,31.0409,66.97,81,66,1.41,broken clouds
553,Juneau,US,58.3019,-134.4197,46.98,93,100,3.69,overcast clouds
554,Naze,JP,28.3667,129.4833,67.12,91,100,8.81,overcast clouds
555,Sibolga,ID,1.7427,98.7792,77.11,94,100,3.27,overcast clouds
556,Borshchiv,UA,48.8033,26.0435,47.97,59,13,7.2,few clouds
557,Marsabit,KE,2.3284,37.9899,68.22,70,36,12.71,scattered clouds
558,High Level,CA,58.5169,-117.136,57.31,38,100,4.61,overcast clouds
559,Ladario,BR,-19.0047,-57.6017,87.89,44,0,6.91,clear sky
560,Fort-Shevchenko,KZ,44.5086,50.263,60.8,82,34,25.64,scattered clouds
561,Talakan,RU,50.3167,130.3667,41.0,92,98,6.11,overcast clouds
562,Marabba,SD,12.35,32.1833,93.02,35,68,10.67,broken clouds
563,Umm Kaddadah,SD,13.6017,26.6876,90.43,13,34,19.46,scattered clouds
564,Kaeo,NZ,-35.1,173.7833,57.33,96,61,6.89,broken clouds
565,Loreto,MX,22.2667,-101.9667,84.51,15,0,7.2,clear sky
566,Ugoofaaru,MV,5.6667,73.0,84.87,74,100,11.05,overcast clouds
567,Guarapari,BR,-20.6667,-40.4975,77.9,87,11,5.66,few clouds
568,Fleury-Les-Aubrais,FR,47.9333,1.9167,57.24,67,0,8.05,clear sky
569,Villa Maria,AR,-32.4075,-63.2402,75.81,39,0,13.56,clear sky
570,Camacupa,AO,-12.0167,17.4833,62.65,65,37,3.49,scattered clouds
571,Nevelsk,RU,46.6733,141.8633,44.53,95,100,16.13,overcast clouds
572,Nevsehir,TR,38.9167,34.6667,43.81,76,75,4.61,broken clouds
573,Valley,US,45.1277,-116.1262,50.61,59,100,12.75,overcast clouds
574,Idenao,CM,4.2475,9.0047,79.02,89,100,2.77,light rain
575,Podeni,RO,44.8814,22.5433,52.86,86,58,4.23,broken clouds
576,Alekseyevka,RU,50.6309,38.6903,42.46,65,99,7.11,overcast clouds
577,Zhigansk,RU,66.7697,123.3711,7.86,95,23,2.93,few clouds
578,Kirakira,SB,-10.4544,161.9205,78.96,82,6,3.76,clear sky
579,Biograd Na Moru,HR,43.9433,15.4519,63.75,73,100,7.09,light rain
580,Verkhoyansk,RU,67.5447,133.385,23.52,96,100,3.09,overcast clouds
581,Poum,NC,-20.2333,164.0167,77.74,77,62,7.36,broken clouds
582,Kathu,TH,7.9178,98.3332,78.62,81,100,7.81,overcast clouds
583,Tazovskiy,RU,67.4667,78.7,8.74,90,6,11.45,clear sky
584,Rathdrum,US,47.8137,-116.892,57.49,89,75,12.66,heavy intensity rain
585,Guiglo,CI,6.5456,-7.4966,79.36,77,100,4.54,overcast clouds
586,Atar,MR,20.5169,-13.0499,89.29,10,0,8.41,clear sky
587,Boende,CD,-0.2167,20.8667,73.99,97,100,2.62,light rain
588,Batsfjord,NO,70.6345,29.7185,33.73,69,75,19.57,broken clouds
589,Baculin,PH,7.4525,126.5842,77.22,84,93,5.86,overcast clouds
590,Nauta,PE,-4.5061,-73.5757,79.59,72,96,3.69,overcast clouds
591,Pimentel,PE,-6.8367,-79.9342,71.89,64,0,18.41,clear sky
592,Ust-Tsilma,RU,65.441,52.1498,24.13,89,87,4.5,overcast clouds
593,Kailua,US,21.4022,-157.7394,78.15,77,85,5.99,overcast clouds
594,Monterey,US,36.2505,-121.2516,79.18,24,64,11.43,broken clouds
595,Ferkessedougou,CI,9.6,-5.2,87.24,41,21,5.17,few clouds
596,Doha,QA,25.2867,51.5333,89.58,35,0,10.36,clear sky
597,Balkhash,KZ,46.844,74.9804,60.58,65,5,8.77,clear sky
598,Ban Nahin,LA,18.2418,104.2122,72.39,69,7,3.36,clear sky
599,Porto Novo,BJ,6.4965,2.6036,82.22,80,100,8.52,overcast clouds
600,Banjar,ID,-8.19,114.9675,77.02,91,8,3.94,clear sky
601,Northam,GB,51.0333,-4.2167,54.39,90,18,6.35,few clouds
602,Urucara,BR,-2.5364,-57.76,84.79,75,54,3.06,broken clouds
603,Tuma,RU,55.148,40.5537,35.42,59,3,2.13,clear sky
604,Brigantine,US,39.4101,-74.3646,69.21,68,100,9.89,overcast clouds
605,Merritt Island,US,28.5392,-80.672,94.21,56,20,9.22,few clouds
606,Vancouver,CA,49.2497,-123.1193,49.42,92,100,13.8,moderate rain
607,Diego De Almagro,CL,-26.3667,-70.05,74.62,27,100,7.9,overcast clouds
608,Coihaique,CL,-45.5752,-72.0662,49.95,53,40,8.05,scattered clouds
609,Zhuanghe,CN,39.7008,122.9911,51.4,93,95,5.91,overcast clouds
610,Reo,BF,12.3167,-2.4667,98.91,18,100,7.87,overcast clouds
611,Kongsberg,NO,59.6652,9.6465,51.17,61,54,4.79,broken clouds
612,Dolores,AR,-36.3132,-57.6792,62.74,62,100,6.2,overcast clouds
613,Oriximina,BR,-1.7656,-55.8661,85.26,73,44,5.61,scattered clouds
614,Leningradskiy,RU,69.3833,178.4167,14.88,92,57,4.76,broken clouds
615,Lagdo,CM,9.05,13.7333,88.2,45,80,5.93,broken clouds
616,Asau,RO,46.4333,26.4,49.28,83,12,0.78,few clouds
617,Ajaccio,FR,42.0,8.9167,53.58,94,100,3.44,overcast clouds
618,Ohara,JP,35.25,140.3833,62.69,81,100,7.16,overcast clouds
619,Adre,TD,13.4667,22.2,90.07,12,97,13.38,overcast clouds
620,San Andres,CO,12.5847,-81.7006,86.02,79,75,10.36,broken clouds
621,Dwarka,IN,22.2394,68.9678,82.06,72,0,10.8,clear sky
622,Lincoln,US,40.8,-96.667,53.69,94,100,13.8,mist
623,Vapnyarka,UA,48.5348,28.7436,42.89,67,11,7.05,few clouds
624,Usinsk,RU,65.9939,57.5281,25.39,79,100,11.9,overcast clouds
625,Ketchikan,US,55.3422,-131.6461,45.82,77,90,3.65,light rain
626,Santo Tomas,PH,14.1079,121.1414,80.56,92,28,4.32,scattered clouds
627,Novopokrovka,UA,49.8425,36.5477,43.81,66,80,6.73,broken clouds
628,Rawson,AR,-43.3002,-65.1023,66.29,39,91,9.15,overcast clouds
629,Movila,RO,44.55,27.7,52.65,59,6,5.08,clear sky
630,Sisimiut,GL,66.9395,-53.6735,29.8,58,3,5.1,clear sky
631,Warmbad,NA,-28.45,18.7333,72.81,24,0,8.21,clear sky
632,Suluq,LY,31.6682,20.2521,74.28,27,2,10.42,clear sky
633,Vadgaon,IN,20.9402,74.8712,90.19,26,0,9.24,clear sky
634,San Quintin,MX,30.4833,-115.95,68.88,66,1,13.96,clear sky
635,Tucuma,BR,-0.1833,-50.05,77.65,90,100,4.88,overcast clouds
636,Bentong,MY,3.5181,101.9079,74.88,98,100,0.22,overcast clouds
637,Bereda,ES,43.2686,-7.5406,55.42,93,3,5.75,clear sky
638,Laguna,US,38.421,-121.4238,77.76,43,0,10.36,clear sky
639,Vila Velha,BR,-20.3297,-40.2925,80.55,85,40,12.66,scattered clouds
640,La Sarre,CA,48.8002,-79.1996,50.56,47,100,7.72,overcast clouds
641,La Grande,US,45.3246,-118.0877,58.73,70,100,16.35,overcast clouds
642,Lahat,ID,-3.8,103.5333,72.77,98,76,2.73,broken clouds
643,Mbigou,GA,-1.9005,11.906,70.03,95,98,2.06,light rain
644,Havoysund,NO,70.9963,24.6622,37.63,86,100,8.77,light rain
645,Urdoma,RU,61.7533,48.5442,29.79,88,93,4.63,overcast clouds
646,Pryluky,UA,50.5932,32.3876,42.55,66,11,7.0,few clouds
647,Mandalgovi,MN,45.7625,106.2708,36.61,35,96,9.19,overcast clouds
648,Wajima,JP,37.4,136.9,59.02,67,0,6.73,clear sky
649,Lorengau,PG,-2.0226,147.2712,80.92,82,42,5.08,scattered clouds
650,Preobrazheniye,RU,42.9019,133.9064,46.72,89,75,3.04,broken clouds
651,Las Palmas,ES,28.4204,-14.0131,66.99,64,0,16.11,clear sky
652,Domoni,KM,-12.2569,44.5319,79.3,79,35,8.81,scattered clouds
653,Nabire,ID,-3.3667,135.4833,76.69,91,95,3.2,overcast clouds
654,Jaguariaiva,BR,-24.2511,-49.7058,62.8,90,95,2.93,overcast clouds
655,Pundaguitan,PH,6.3711,126.1689,81.84,78,97,11.1,overcast clouds
656,Muroto,JP,33.2833,134.15,65.98,77,100,10.45,heavy intensity rain
657,Srednekolymsk,RU,67.45,153.6833,28.98,88,100,3.78,overcast clouds
658,Omboue,GA,-1.5746,9.2618,79.29,89,100,5.77,light rain
659,Nueva Concepcion,GT,14.2,-91.3,87.12,60,100,7.74,overcast clouds
660,Presidente Medici,BR,-11.1753,-61.9014,79.77,73,70,3.38,broken clouds
661,Melo,UY,-32.3667,-54.1833,63.28,76,52,3.8,broken clouds
662,Tshane,BW,-24.0196,21.8684,65.17,37,2,7.05,clear sky
663,Tokomaru,NZ,-40.4667,175.5,60.04,97,87,1.83,overcast clouds
664,Ostrovnoy,RU,68.0531,39.5131,17.31,86,4,10.54,clear sky
665,Dabat,ET,12.9842,37.765,64.06,37,36,1.5,scattered clouds
666,The Valley,AI,18.217,-63.0578,81.1,72,12,15.57,few clouds
667,Sao Felix Do Xingu,BR,-6.6447,-51.995,82.72,78,78,1.28,broken clouds
668,San Rafael,AR,-34.6177,-68.3301,74.32,22,0,5.88,clear sky
669,Kedougou,SN,12.5579,-12.1743,94.39,24,24,1.48,few clouds
670,Kindu,CD,-2.95,25.95,72.07,92,16,2.57,few clouds
671,Atasu,KZ,48.6814,71.6433,53.2,62,1,3.62,clear sky
672,Grand Gaube,MU,-20.0064,57.6608,76.37,82,12,8.99,light rain
673,Syamzha,RU,60.0158,41.0614,30.63,89,47,5.08,scattered clouds
674,Ojhar,IN,20.1,73.9333,79.63,31,0,7.56,clear sky
675,Ulaangom,MN,49.9811,92.0667,43.65,30,100,0.6,overcast clouds
676,Amalapuram,IN,16.5833,82.0167,79.68,85,95,3.6,overcast clouds
677,El Dorado,US,38.7666,-120.5177,71.85,35,61,1.99,broken clouds
678,Tromso,NO,69.6496,18.957,39.38,75,75,27.63,broken clouds
679,Avera,US,33.194,-82.5271,89.65,34,5,5.23,clear sky
680,Maragogi,BR,-9.0122,-35.2225,79.14,83,100,8.46,overcast clouds
681,Ankang,CN,32.68,109.0172,62.76,72,0,1.36,clear sky
682,Ekangala,ZA,-25.6962,28.7492,60.3,43,5,5.26,clear sky
683,Palang,BD,23.2167,90.35,76.3,83,61,1.14,broken clouds
684,Santo Angelo,BR,-28.2992,-54.2631,66.81,75,5,5.3,clear sky
685,Wismar,DE,53.9,11.4667,50.49,82,41,1.57,scattered clouds
686,Seoul,KR,37.5683,126.9778,54.84,90,0,3.44,clear sky
687,Rameswaram,IN,9.2833,79.3,86.0,74,97,8.81,overcast clouds
688,Toyo,PH,10.7333,125.0167,77.27,93,100,3.69,overcast clouds
689,Nortelandia,BR,-14.4547,-56.8028,79.88,39,0,4.12,clear sky
